ID	Description	Count	GeneRatio	geneID
GO:1904889	regulation of excitatory synapse assembly	0	0/101	
GO:1905702	regulation of inhibitory synapse assembly	0	0/101	
GO:1903347	negative regulation of bicellular tight junction assembly	0	0/101	
GO:1903597	negative regulation of gap junction assembly	0	0/101	
GO:1901719	regulation of NMS complex assembly	0	0/101	
GO:0099151	regulation of postsynaptic density assembly	0	0/101	
GO:1902855	regulation of non-motile cilium assembly	0	0/101	
GO:1905503	regulation of motile cilium assembly	0	0/101	
GO:0140049	regulation of endocardial cushion to mesenchymal transition	0	0/101	
GO:1905005	regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	0	0/101	
GO:0110057	regulation of blood vessel endothelial cell differentiation	0	0/101	
GO:0045607	regulation of inner ear auditory receptor cell differentiation	0	0/101	
GO:0003339	regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0	0/101	
GO:0072182	regulation of nephron tubule epithelial cell differentiation	0	0/101	
GO:2000084	regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis	0	0/101	
GO:1902733	regulation of growth plate cartilage chondrocyte differentiation	0	0/101	
GO:2000980	regulation of inner ear receptor cell differentiation	0	0/101	
GO:0110116	regulation of compound eye photoreceptor cell differentiation	0	0/101	
GO:0060165	regulation of timing of subpallium neuron differentiation	0	0/101	
GO:1904956	regulation of midbrain dopaminergic neuron differentiation	0	0/101	
GO:0061888	regulation of astrocyte activation	0	0/101	
GO:0050939	regulation of early stripe melanocyte differentiation	0	0/101	
GO:0050940	regulation of late stripe melanocyte differentiation	0	0/101	
GO:1905063	regulation of vascular associated smooth muscle cell differentiation	0	0/101	
GO:2000061	regulation of ureter smooth muscle cell differentiation	0	0/101	
GO:0010830	regulation of myotube differentiation	0	0/101	
GO:2000174	regulation of pro-T cell differentiation	0	0/101	
GO:2000973	regulation of pro-B cell differentiation	0	0/101	
GO:2000797	regulation of amniotic stem cell differentiation	0	0/101	
GO:2001035	regulation of tongue muscle cell differentiation	0	0/101	
GO:0032382	positive regulation of intracellular sterol transport	0	0/101	
GO:0046827	positive regulation of protein export from nucleus	0	0/101	
GO:0046830	positive regulation of RNA import into nucleus	0	0/101	
GO:0046833	positive regulation of RNA export from nucleus	0	0/101	
GO:0070863	positive regulation of protein exit from endoplasmic reticulum	0	0/101	
GO:0090314	positive regulation of protein targeting to membrane	0	0/101	
GO:1903955	positive regulation of protein targeting to mitochondrion	0	0/101	
GO:1904811	positive regulation of dense core granule transport	0	0/101	
GO:0031340	positive regulation of vesicle fusion	0	0/101	
GO:0051785	positive regulation of nuclear division	0	0/101	
GO:0140501	positive regulation of reticulophagy	0	0/101	
GO:1900064	positive regulation of peroxisome organization	0	0/101	
GO:1901098	positive regulation of autophagosome maturation	0	0/101	
GO:1903373	positive regulation of endoplasmic reticulum tubular network organization	0	0/101	
GO:1904411	positive regulation of secretory granule organization	0	0/101	
GO:1904980	positive regulation of endosome organization	0	0/101	
GO:1905164	positive regulation of phagosome maturation	0	0/101	
GO:1905194	positive regulation of chloroplast fission	0	0/101	
GO:1905876	positive regulation of postsynaptic density organization	0	0/101	
GO:0150012	positive regulation of neuron projection arborization	0	0/101	
GO:1902745	positive regulation of lamellipodium organization	0	0/101	
GO:1902952	positive regulation of dendritic spine maintenance	0	0/101	
GO:1903983	positive regulation of microvillus length	0	0/101	
GO:0035540	positive regulation of SNARE complex disassembly	0	0/101	
GO:0060566	positive regulation of DNA-templated transcription, termination	0	0/101	
GO:1901881	positive regulation of protein depolymerization	0	0/101	
GO:1905782	positive regulation of phosphatidylserine exposure on apoptotic cell surface	0	0/101	
GO:0090127	positive regulation of synapse maturation by synaptic transmission	0	0/101	
GO:0120183	positive regulation of focal adhesion disassembly	0	0/101	
GO:1904028	positive regulation of collagen fibril organization	0	0/101	
GO:0003331	positive regulation of extracellular matrix constituent secretion	0	0/101	
GO:0090091	positive regulation of extracellular matrix disassembly	0	0/101	
GO:1905520	positive regulation of presynaptic active zone assembly	0	0/101	
GO:2000337	positive regulation of endothelial microparticle formation	0	0/101	
GO:1902154	positive regulation of response to DNA damage checkpoint signaling	0	0/101	
GO:0071812	positive regulation of fever generation by positive regulation of prostaglandin secretion	0	0/101	
GO:0032812	positive regulation of epinephrine secretion	0	0/101	
GO:0090340	positive regulation of secretion of lysosomal enzymes	0	0/101	
GO:1902278	positive regulation of pancreatic amylase secretion	0	0/101	
GO:1904244	positive regulation of pancreatic trypsinogen secretion	0	0/101	
GO:1904466	positive regulation of matrix metallopeptidase secretion	0	0/101	
GO:1904751	positive regulation of protein localization to nucleolus	0	0/101	
GO:1904871	positive regulation of protein localization to Cajal body	0	0/101	
GO:1903569	positive regulation of protein localization to ciliary membrane	0	0/101	
GO:1903078	positive regulation of protein localization to plasma membrane	0	0/101	
GO:1904510	positive regulation of protein localization to basolateral plasma membrane	0	0/101	
GO:1904778	positive regulation of protein localization to cell cortex	0	0/101	
GO:1904851	positive regulation of establishment of protein localization to telomere	0	0/101	
GO:0140430	positive regulation of chromosome passenger complex localization to kinetochore	0	0/101	
GO:1903911	positive regulation of receptor clustering	0	0/101	
GO:1904034	positive regulation of t-SNARE clustering	0	0/101	
GO:1902966	positive regulation of protein localization to early endosome	0	0/101	
GO:1903071	positive regulation of ER-associated ubiquitin-dependent protein catabolic process	0	0/101	
GO:2000205	positive regulation of ribosomal large subunit export from nucleus	0	0/101	
GO:2000208	positive regulation of ribosomal small subunit export from nucleus	0	0/101	
GO:1902164	positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0	0/101	
GO:1902167	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0	0/101	
GO:1905766	positive regulation of protection from non-homologous end joining at telomere	0	0/101	
GO:0032381	negative regulation of intracellular sterol transport	0	0/101	
GO:0042308	negative regulation of protein import into nucleus	0	0/101	
GO:0046826	negative regulation of protein export from nucleus	0	0/101	
GO:0046829	negative regulation of RNA import into nucleus	0	0/101	
GO:0046832	negative regulation of RNA export from nucleus	0	0/101	
GO:0070862	negative regulation of protein exit from endoplasmic reticulum	0	0/101	
GO:1903215	negative regulation of protein targeting to mitochondrion	0	0/101	
GO:1904810	negative regulation of dense core granule transport	0	0/101	
GO:0010823	negative regulation of mitochondrion organization	0	0/101	
GO:0031339	negative regulation of vesicle fusion	0	0/101	
GO:0051784	negative regulation of nuclear division	0	0/101	
GO:0061192	negative regulation of vacuole fusion, non-autophagic	0	0/101	
GO:1903372	negative regulation of endoplasmic reticulum tubular network organization	0	0/101	
GO:1904410	negative regulation of secretory granule organization	0	0/101	
GO:1904979	negative regulation of endosome organization	0	0/101	
GO:1905163	negative regulation of phagosome maturation	0	0/101	
GO:1905193	negative regulation of chloroplast fission	0	0/101	
GO:1905672	negative regulation of lysosome organization	0	0/101	
GO:1905875	negative regulation of postsynaptic density organization	0	0/101	
GO:2001251	negative regulation of chromosome organization	0	0/101	
GO:0150013	negative regulation of neuron projection arborization	0	0/101	
GO:1902744	negative regulation of lamellipodium organization	0	0/101	
GO:1902951	negative regulation of dendritic spine maintenance	0	0/101	
GO:1903982	negative regulation of microvillus length	0	0/101	
GO:0035541	negative regulation of SNARE complex disassembly	0	0/101	
GO:0060567	negative regulation of DNA-templated transcription, termination	0	0/101	
GO:0062110	negative regulation of DNA recombinase disassembly	0	0/101	
GO:1901097	negative regulation of autophagosome maturation	0	0/101	
GO:1901880	negative regulation of protein depolymerization	0	0/101	
GO:1900162	negative regulation of phospholipid scramblase activity	0	0/101	
GO:1905781	negative regulation of phosphatidylserine exposure on apoptotic cell surface	0	0/101	
GO:0120184	negative regulation of focal adhesion disassembly	0	0/101	
GO:1904027	negative regulation of collagen fibril organization	0	0/101	
GO:0003332	negative regulation of extracellular matrix constituent secretion	0	0/101	
GO:0010716	negative regulation of extracellular matrix disassembly	0	0/101	
GO:1901202	negative regulation of extracellular matrix assembly	0	0/101	
GO:0045798	negative regulation of chromatin assembly or disassembly	0	0/101	
GO:0120262	negative regulation of heterochromatin organization	0	0/101	
GO:1900050	negative regulation of histone exchange	0	0/101	
GO:1902650	negative regulation of histone H2A-H2B dimer displacement	0	0/101	
GO:1901627	negative regulation of postsynaptic membrane organization	0	0/101	
GO:1901630	negative regulation of presynaptic membrane organization	0	0/101	
GO:1904397	negative regulation of neuromuscular junction development	0	0/101	
GO:1905807	negative regulation of synapse pruning	0	0/101	
GO:2000297	negative regulation of synapse maturation	0	0/101	
GO:2000336	negative regulation of endothelial microparticle formation	0	0/101	
GO:0061454	release of sequestered calcium ion into cytosol by Golgi	0	0/101	
GO:0099093	calcium export from the mitochondrion	0	0/101	
GO:0099586	release of sequestered calcium ion into postsynaptic cytosol	0	0/101	
GO:2000204	negative regulation of ribosomal large subunit export from nucleus	0	0/101	
GO:2000207	negative regulation of ribosomal small subunit export from nucleus	0	0/101	
GO:2000545	negative regulation of endothelial cell chemotaxis to fibroblast growth factor	0	0/101	
GO:0032811	negative regulation of epinephrine secretion	0	0/101	
GO:0090341	negative regulation of secretion of lysosomal enzymes	0	0/101	
GO:1902277	negative regulation of pancreatic amylase secretion	0	0/101	
GO:1904243	negative regulation of pancreatic trypsinogen secretion	0	0/101	
GO:1904465	negative regulation of matrix metallopeptidase secretion	0	0/101	
GO:1903070	negative regulation of ER-associated ubiquitin-dependent protein catabolic process	0	0/101	
GO:1904750	negative regulation of protein localization to nucleolus	0	0/101	
GO:1904870	negative regulation of protein localization to Cajal body	0	0/101	
GO:1902543	negative regulation of protein localization to mitotic spindle pole body	0	0/101	
GO:0062108	negative regulation of protein localization to non-growing cell tip	0	0/101	
GO:1903568	negative regulation of protein localization to ciliary membrane	0	0/101	
GO:1903077	negative regulation of protein localization to plasma membrane	0	0/101	
GO:1904509	negative regulation of protein localization to basolateral plasma membrane	0	0/101	
GO:1904777	negative regulation of protein localization to cell cortex	0	0/101	
GO:1904850	negative regulation of establishment of protein localization to telomere	0	0/101	
GO:0036522	negative regulation by symbiont of host protein localization to phagocytic vesicle	0	0/101	
GO:1903910	negative regulation of receptor clustering	0	0/101	
GO:1904033	negative regulation of t-SNARE clustering	0	0/101	
GO:1902163	negative regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0	0/101	
GO:1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0	0/101	
GO:1905765	negative regulation of protection from non-homologous end joining at telomere	0	0/101	
GO:0051512	positive regulation of unidimensional cell growth	0	0/101	
GO:0061390	positive regulation of direction of cell growth	0	0/101	
GO:1905427	intracellular signal transduction involved in positive regulation of cell growth	0	0/101	
GO:2000222	positive regulation of pseudohyphal growth	0	0/101	
GO:0051511	negative regulation of unidimensional cell growth	0	0/101	
GO:0060243	negative regulation of cell growth involved in contact inhibition	0	0/101	
GO:0061391	negative regulation of direction of cell growth	0	0/101	
GO:2000221	negative regulation of pseudohyphal growth	0	0/101	
GO:0051513	regulation of monopolar cell growth	0	0/101	
GO:0051516	regulation of bipolar cell growth	0	0/101	
GO:0051523	cell growth mode switching, monopolar to bipolar	0	0/101	
GO:0051524	cell growth mode switching, bipolar to monopolar	0	0/101	
GO:0120032	regulation of plasma membrane bounded cell projection assembly	0	0/101	
GO:1902208	regulation of bacterial-type flagellum assembly	0	0/101	
GO:1903656	regulation of type IV pilus biogenesis	0	0/101	
GO:0032530	regulation of microvillus organization	0	0/101	
GO:1902743	regulation of lamellipodium organization	0	0/101	
GO:1902950	regulation of dendritic spine maintenance	0	0/101	
GO:0010635	regulation of mitochondrial fusion	0	0/101	
GO:0090140	regulation of mitochondrial fission	0	0/101	
GO:1903636	regulation of protein insertion into mitochondrial outer membrane	0	0/101	
GO:1903850	regulation of cristae formation	0	0/101	
GO:0048214	regulation of Golgi vesicle fusion to target membrane	0	0/101	
GO:0106214	regulation of vesicle fusion with Golgi apparatus	0	0/101	
GO:1905364	regulation of endosomal vesicle fusion	0	0/101	
GO:0031445	regulation of heterochromatin assembly	0	0/101	
GO:0060623	regulation of chromosome condensation	0	0/101	
GO:0090230	regulation of centromere complex assembly	0	0/101	
GO:1905462	regulation of DNA duplex unwinding	0	0/101	
GO:1905465	regulation of G-quadruplex DNA unwinding	0	0/101	
GO:0032889	regulation of vacuole fusion, non-autophagic	0	0/101	
GO:0044075	modulation by symbiont of host vacuole organization	0	0/101	
GO:1905671	regulation of lysosome organization	0	0/101	
GO:0062164	regulation of pseudohyphal septin ring assembly	0	0/101	
GO:0010603	regulation of cytoplasmic mRNA processing body assembly	0	0/101	
GO:0062028	regulation of stress granule assembly	0	0/101	
GO:0071801	regulation of podosome assembly	0	0/101	
GO:0099150	regulation of postsynaptic specialization assembly	0	0/101	
GO:1900503	regulation of cellulosome assembly	0	0/101	
GO:1903551	regulation of extracellular exosome assembly	0	0/101	
GO:1904755	regulation of gut granule assembly	0	0/101	
GO:0090170	regulation of Golgi inheritance	0	0/101	
GO:1905365	regulation of intralumenal vesicle formation	0	0/101	
GO:1990580	regulation of cytoplasmic translational termination	0	0/101	
GO:0031555	transcriptional attenuation	0	0/101	
GO:0031564	transcription antitermination	0	0/101	
GO:1904594	regulation of termination of RNA polymerase II transcription	0	0/101	
GO:2000730	regulation of termination of RNA polymerase I transcription	0	0/101	
GO:0030834	regulation of actin filament depolymerization	0	0/101	
GO:0051826	negative regulation of synapse structural plasticity	0	0/101	
GO:0051835	positive regulation of synapse structural plasticity	0	0/101	
GO:0090129	positive regulation of synapse maturation	0	0/101	
GO:2000331	regulation of terminal button organization	0	0/101	
GO:0061001	regulation of dendritic spine morphogenesis	0	0/101	
GO:1901631	positive regulation of presynaptic membrane organization	0	0/101	
GO:1904398	positive regulation of neuromuscular junction development	0	0/101	
GO:0099159	regulation of modification of postsynaptic structure	0	0/101	
GO:1905808	positive regulation of synapse pruning	0	0/101	
GO:1905810	regulation of excitatory synapse pruning	0	0/101	
GO:1900163	positive regulation of phospholipid scramblase activity	0	0/101	
GO:0010847	regulation of chromatin assembly	0	0/101	
GO:0010848	regulation of chromatin disassembly	0	0/101	
GO:0045799	positive regulation of chromatin assembly or disassembly	0	0/101	
GO:0031063	regulation of histone deacetylation	0	0/101	
GO:0033127	regulation of histone phosphorylation	0	0/101	
GO:0033182	regulation of histone ubiquitination	0	0/101	
GO:0035065	regulation of histone acetylation	0	0/101	
GO:1903584	regulation of histone deubiquitination	0	0/101	
GO:1904173	regulation of histone demethylase activity (H3-K4 specific)	0	0/101	
GO:0031937	positive regulation of chromatin silencing	0	0/101	
GO:0031938	regulation of chromatin silencing at telomere	0	0/101	
GO:0120263	positive regulation of heterochromatin organization	0	0/101	
GO:1900051	positive regulation of histone exchange	0	0/101	
GO:1902651	positive regulation of histone H2A-H2B dimer displacement	0	0/101	
GO:0010968	regulation of microtubule nucleation	0	0/101	
GO:0060883	regulation of basement membrane disassembly involved in semicircular canal fusion by cell communication	0	0/101	
GO:1903526	negative regulation of membrane tubulation	0	0/101	
GO:1903527	positive regulation of membrane tubulation	0	0/101	
GO:1903907	negative regulation of plasma membrane raft polarization	0	0/101	
GO:1903908	positive regulation of plasma membrane raft polarization	0	0/101	
GO:1905685	negative regulation of plasma membrane repair	0	0/101	
GO:1905686	positive regulation of plasma membrane repair	0	0/101	
GO:0014809	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion	0	0/101	
GO:1904676	negative regulation of somatic stem cell division	0	0/101	
GO:1904677	positive regulation of somatic stem cell division	0	0/101	
GO:1901200	negative regulation of calcium ion transport into cytosol involved in cellular response to salt stress	0	0/101	
GO:1905949	negative regulation of calcium ion import across plasma membrane	0	0/101	
GO:1901198	positive regulation of calcium ion transport into cytosol involved in cellular response to calcium ion	0	0/101	
GO:1901199	positive regulation of calcium ion transport into cytosol involved in cellular response to salt stress	0	0/101	
GO:1905665	positive regulation of calcium ion import across plasma membrane	0	0/101	
GO:0032378	negative regulation of intracellular lipid transport	0	0/101	
GO:0032379	positive regulation of intracellular lipid transport	0	0/101	
GO:0032380	regulation of intracellular sterol transport	0	0/101	
GO:0046823	negative regulation of nucleocytoplasmic transport	0	0/101	
GO:0061882	negative regulation of anterograde axonal transport of mitochondrion	0	0/101	
GO:1901609	negative regulation of vesicle transport along microtubule	0	0/101	
GO:1902081	negative regulation of calcium ion import into sarcoplasmic reticulum	0	0/101	
GO:1902839	negative regulation of nuclear migration along microtubule	0	0/101	
GO:1903650	negative regulation of cytoplasmic transport	0	0/101	
GO:1990215	negative regulation by symbiont of host intracellular transport	0	0/101	
GO:1901610	positive regulation of vesicle transport along microtubule	0	0/101	
GO:1902082	positive regulation of calcium ion import into sarcoplasmic reticulum	0	0/101	
GO:1902840	positive regulation of nuclear migration along microtubule	0	0/101	
GO:1903651	positive regulation of cytoplasmic transport	0	0/101	
GO:0046825	regulation of protein export from nucleus	0	0/101	
GO:0070861	regulation of protein exit from endoplasmic reticulum	0	0/101	
GO:1905126	regulation of axo-dendritic protein transport	0	0/101	
GO:1905796	regulation of intraciliary anterograde transport	0	0/101	
GO:1905799	regulation of intraciliary retrograde transport	0	0/101	
GO:0046828	regulation of RNA import into nucleus	0	0/101	
GO:0046831	regulation of RNA export from nucleus	0	0/101	
GO:0052038	modulation by symbiont of host intracellular transport	0	0/101	
GO:1902954	regulation of early endosome to recycling endosome transport	0	0/101	
GO:1903652	modulation by virus of host cytoplasmic transport	0	0/101	
GO:1904809	regulation of dense core granule transport	0	0/101	
GO:1905279	regulation of retrograde transport, endosome to Golgi	0	0/101	
GO:2000641	regulation of early endosome to late endosome transport	0	0/101	
GO:0070203	regulation of establishment of protein localization to telomere	0	0/101	
GO:0150032	positive regulation of protein localization to lysosome	0	0/101	
GO:0150033	negative regulation of protein localization to lysosome	0	0/101	
GO:1900181	negative regulation of protein localization to nucleus	0	0/101	
GO:1904749	regulation of protein localization to nucleolus	0	0/101	
GO:1904869	regulation of protein localization to Cajal body	0	0/101	
GO:0106011	regulation of protein localization to medial cortex	0	0/101	
GO:1901901	regulation of protein localization to cell division site involved in cytokinesis	0	0/101	
GO:1905391	regulation of protein localization to cell division site involved in cell separation after cytokinesis	0	0/101	
GO:1902364	negative regulation of protein localization to spindle pole body	0	0/101	
GO:1902365	positive regulation of protein localization to spindle pole body	0	0/101	
GO:1902542	regulation of protein localization to mitotic spindle pole body	0	0/101	
GO:1902817	negative regulation of protein localization to microtubule	0	0/101	
GO:0062107	regulation of protein localization to non-growing cell tip	0	0/101	
GO:1903067	negative regulation of protein localization to cell tip	0	0/101	
GO:1903068	positive regulation of protein localization to cell tip	0	0/101	
GO:1990895	regulation of protein localization to cell cortex of cell tip	0	0/101	
GO:1903565	negative regulation of protein localization to cilium	0	0/101	
GO:1903566	positive regulation of protein localization to cilium	0	0/101	
GO:1903567	regulation of protein localization to ciliary membrane	0	0/101	
GO:1903214	regulation of protein targeting to mitochondrion	0	0/101	
GO:1903748	negative regulation of establishment of protein localization to mitochondrion	0	0/101	
GO:0120186	negative regulation of protein localization to chromatin	0	0/101	
GO:1904376	negative regulation of protein localization to cell periphery	0	0/101	
GO:1904780	negative regulation of protein localization to centrosome	0	0/101	
GO:1904815	negative regulation of protein localization to chromosome, telomeric region	0	0/101	
GO:1905170	negative regulation of protein localization to phagocytic vesicle	0	0/101	
GO:1905341	negative regulation of protein localization to kinetochore	0	0/101	
GO:1905551	negative regulation of protein localization to endoplasmic reticulum	0	0/101	
GO:1905667	negative regulation of protein localization to endosome	0	0/101	
GO:1905872	negative regulation of protein localization to cell leading edge	0	0/101	
GO:0120187	positive regulation of protein localization to chromatin	0	0/101	
GO:1904377	positive regulation of protein localization to cell periphery	0	0/101	
GO:1904781	positive regulation of protein localization to centrosome	0	0/101	
GO:1904816	positive regulation of protein localization to chromosome, telomeric region	0	0/101	
GO:1905171	positive regulation of protein localization to phagocytic vesicle	0	0/101	
GO:1905342	positive regulation of protein localization to kinetochore	0	0/101	
GO:1905552	positive regulation of protein localization to endoplasmic reticulum	0	0/101	
GO:1905668	positive regulation of protein localization to endosome	0	0/101	
GO:1905873	positive regulation of protein localization to cell leading edge	0	0/101	
GO:2000010	positive regulation of protein localization to cell surface	0	0/101	
GO:0098696	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	0	0/101	
GO:0099145	regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane	0	0/101	
GO:1903076	regulation of protein localization to plasma membrane	0	0/101	
GO:1904508	regulation of protein localization to basolateral plasma membrane	0	0/101	
GO:1904776	regulation of protein localization to cell cortex	0	0/101	
GO:0036521	modulation by symbiont of host protein localization to phagocytic vesicle	0	0/101	
GO:1903909	regulation of receptor clustering	0	0/101	
GO:1904032	regulation of t-SNARE clustering	0	0/101	
GO:1902965	regulation of protein localization to early endosome	0	0/101	
GO:2000728	regulation of mRNA export from nucleus in response to heat stress	0	0/101	
GO:2000203	regulation of ribosomal large subunit export from nucleus	0	0/101	
GO:2000206	regulation of ribosomal small subunit export from nucleus	0	0/101	
GO:1900744	regulation of p38MAPK cascade	0	0/101	
GO:1903137	regulation of cell wall integrity MAPK cascade	0	0/101	
GO:0048681	negative regulation of axon regeneration	0	0/101	
GO:1905591	regulation of optical nerve axon regeneration	0	0/101	
GO:1900070	negative regulation of cellular hyperosmotic salinity response	0	0/101	
GO:1902238	regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator	0	0/101	
GO:1903205	regulation of hydrogen peroxide-induced cell death	0	0/101	
GO:1903912	negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	0	0/101	
GO:1904293	negative regulation of ERAD pathway	0	0/101	
GO:1903069	regulation of ER-associated ubiquitin-dependent protein catabolic process	0	0/101	
GO:1904294	positive regulation of ERAD pathway	0	0/101	
GO:1902162	regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0	0/101	
GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0	0/101	
GO:1905764	regulation of protection from non-homologous end joining at telomere	0	0/101	
GO:1902155	regulation of response to G1 DNA damage checkpoint signaling	0	0/101	
GO:1902157	regulation of response to G2 DNA damage checkpoint signaling	0	0/101	
GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	0	0/101	
GO:0014716	skeletal muscle satellite stem cell asymmetric division involved in skeletal muscle regeneration	0	0/101	
GO:0006623	protein targeting to vacuole	0	0/101	
GO:0006625	protein targeting to peroxisome	0	0/101	
GO:0006626	protein targeting to mitochondrion	0	0/101	
GO:0045036	protein targeting to chloroplast	0	0/101	
GO:0140450	protein targeting to Golgi apparatus	0	0/101	
GO:0006607	NLS-bearing protein import into nucleus	0	0/101	
GO:0006610	ribosomal protein import into nucleus	0	0/101	
GO:1990236	proteasome core complex import into nucleus	0	0/101	
GO:0045204	MAPK export from nucleus	0	0/101	
GO:0045208	MAPK phosphatase export from nucleus	0	0/101	
GO:0030970	retrograde protein transport, ER to cytosol	0	0/101	
GO:0032595	B cell receptor transport within lipid bilayer	0	0/101	
GO:0032596	protein transport into membrane raft	0	0/101	
GO:0032599	protein transport out of membrane raft	0	0/101	
GO:0033606	chemokine receptor transport within lipid bilayer	0	0/101	
GO:0099632	protein transport within plasma membrane	0	0/101	
GO:1903445	protein transport from ciliary membrane to plasma membrane	0	0/101	
GO:0033372	establishment of protease localization to mast cell secretory granule	0	0/101	
GO:0033378	establishment of protease localization to T cell secretory granule	0	0/101	
GO:0045039	protein insertion into mitochondrial inner membrane	0	0/101	
GO:0045040	protein insertion into mitochondrial outer membrane	0	0/101	
GO:0016558	protein import into peroxisome matrix	0	0/101	
GO:0016561	protein import into peroxisome matrix, translocation	0	0/101	
GO:0030150	protein import into mitochondrial matrix	0	0/101	
GO:0045037	protein import into chloroplast stroma	0	0/101	
GO:0045038	protein import into chloroplast thylakoid membrane	0	0/101	
GO:0045041	protein import into mitochondrial intermembrane space	0	0/101	
GO:0070845	polyubiquitinated misfolded protein transport	0	0/101	
GO:0042073	intraciliary transport	0	0/101	
GO:0099117	protein transport along microtubule to cell tip	0	0/101	
GO:0140210	protein transport along microtubule to kinetochore	0	0/101	
GO:1990852	protein transport along microtubule to spindle pole body	0	0/101	
GO:0023002	nuclear migration to embryo sac poles	0	0/101	
GO:0023003	nuclear migration to the embryo sac center	0	0/101	
GO:0090561	nuclear migration during mitotic telophase	0	0/101	
GO:0035191	nuclear axial expansion	0	0/101	
GO:0035192	nuclear cortical migration	0	0/101	
GO:0032457	fast endocytic recycling	0	0/101	
GO:0032458	slow endocytic recycling	0	0/101	
GO:2001135	regulation of endocytic recycling	0	0/101	
GO:0010797	regulation of multivesicular body size involved in endosome transport	0	0/101	
GO:0032510	endosome to lysosome transport via multivesicular body sorting pathway	0	0/101	
GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	0	0/101	
GO:0034498	early endosome to Golgi transport	0	0/101	
GO:0034499	late endosome to Golgi transport	0	0/101	
GO:0071955	recycling endosome to Golgi transport	0	0/101	
GO:0016189	synaptic vesicle to endosome fusion	0	0/101	
GO:0099638	endosome to plasma membrane protein transport	0	0/101	
GO:0019749	cytoskeleton-dependent cytoplasmic transport, nurse cell to oocyte	0	0/101	
GO:0090117	endosome to lysosome transport of low-density lipoprotein particle	0	0/101	
GO:0090120	lysosome to ER cholesterol transport	0	0/101	
GO:0099519	dense core granule cytoskeletal transport	0	0/101	
GO:0030050	vesicle transport along actin filament	0	0/101	
GO:0031022	nuclear migration along microfilament	0	0/101	
GO:0034642	mitochondrion migration along actin filament	0	0/101	
GO:0047496	vesicle transport along microtubule	0	0/101	
GO:0099514	synaptic vesicle cytoskeletal transport	0	0/101	
GO:0032367	intracellular cholesterol transport	0	0/101	
GO:0045046	protein import into peroxisome membrane	0	0/101	
GO:0015910	long-chain fatty acid import into peroxisome	0	0/101	
GO:1904152	regulation of retrograde protein transport, ER to cytosol	0	0/101	
GO:0002552	serotonin secretion by mast cell	0	0/101	
GO:0002553	histamine secretion by mast cell	0	0/101	
GO:0000055	ribosomal large subunit export from nucleus	0	0/101	
GO:0000056	ribosomal small subunit export from nucleus	0	0/101	
GO:2000200	regulation of ribosomal subunit export from nucleus	0	0/101	
GO:0034398	telomere tethering at nuclear periphery	0	0/101	
GO:0120109	mitotic telomere clustering and tethering at nuclear periphery	0	0/101	
GO:0120110	interphase mitotic telomere clustering	0	0/101	
GO:0051305	chromosome movement towards spindle pole	0	0/101	
GO:0051310	metaphase plate congression	0	0/101	
GO:0140405	spindle pole body-led chromosome movement during mitotic interphase	0	0/101	
GO:0070197	meiotic attachment of telomere to nuclear envelope	0	0/101	
GO:0072766	centromere clustering at the mitotic interphase nuclear envelope	0	0/101	
GO:0120264	regulation of chromosome attachment to the nuclear envelope	0	0/101	
GO:1990683	DNA double-strand break attachment to nuclear envelope	0	0/101	
GO:1990854	vacuole-ER tethering	0	0/101	
GO:0099089	establishment of endoplasmic reticulum localization to postsynapse	0	0/101	
GO:0009902	chloroplast relocation	0	0/101	
GO:0000001	mitochondrion inheritance	0	0/101	
GO:0048312	intracellular distribution of mitochondria	0	0/101	
GO:0090146	establishment of mitochondrion localization involved in mitochondrial fission	0	0/101	
GO:0007312	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification	0	0/101	
GO:0009562	embryo sac nuclear migration	0	0/101	
GO:0022027	interkinetic nuclear migration	0	0/101	
GO:0030473	nuclear migration along microtubule	0	0/101	
GO:0035046	pronuclear migration	0	0/101	
GO:0035190	syncytial nuclear migration	0	0/101	
GO:0098863	nuclear migration by microtubule mediated pushing forces	0	0/101	
GO:1990974	actin-dependent nuclear migration	0	0/101	
GO:0042070	maintenance of oocyte nucleus location involved in oocyte dorsal/ventral axis specification	0	0/101	
GO:0032253	dense core granule localization	0	0/101	
GO:0032254	establishment of secretory granule localization	0	0/101	
